position_start_x,position_start_y,position_end_x,position_end_y,type
3.1843999,36.7159471,3.1843998,36.7158508
attitude,pitch,yaw,roll,lon,lat
12.79,-0.3217390179634094,-1.8092767000198364,0.001541986595839262,3.1848259,36.7146771
12.82,-0.31976068019866943,-1.8151564598083496,0.010439503006637096,3.1847716,36.7146663
12.85,-0.321865439414978,-1.8165900707244873,0.009528467431664467,3.1847173,36.7146557
12.88,-0.321092814207077,-1.8091334104537964,0.0034689682070165873,3.1846628,36.7146451
12.91,-0.3210137188434601,-1.813192367553711,0.00422707200050354,3.1846084,36.7146344
12.94,-0.3194432854652405,-1.808521032333374,0.005610504653304815,3.184554,36.7146235
12.97,-0.21195432543754578,-1.6013381481170654,0.004006323870271444,3.1845001,36.714613
13.0,-0.0857694074511528,-0.7947075963020325,-0.1194608062505722,3.1844543,36.7146057
13.0,-0.028259119018912315,-0.12868353724479675,-0.0635233148932457,3.1844188,36.7146
13.0,-0.09665617346763611,0.024711638689041138,0.06132909655570984,3.184395,36.7145979
13.0,-0.11547387391328812,0.0022890260443091393,-0.004943478852510452,3.1843855,36.7146022
13.01,-0.15704292058944702,0.007826878689229488,-0.001712094061076641,3.184381,36.7146121
13.02,-0.23757776618003845,0.00882501620799303,0.011589106172323227,3.1843784,36.714628
13.05,-0.2453267127275467,0.006105880253016949,0.021758534014225006,3.1843778,36.7146517
13.08,-0.26593542098999023,0.007970843464136124,0.02363414689898491,3.1843786,36.7146806
13.11,-0.28490564227104187,0.00841062143445015,0.02340419590473175,3.1843804,36.7147131
13.14,-0.2996390759944916,0.008136529475450516,0.022169066593050957,3.1843825,36.714749
13.17,-0.2987830340862274,0.005543156992644072,0.021331675350666046,3.1843848,36.7147874
13.2,-0.30421096086502075,0.004730610642582178,0.020003771409392357,3.1843872,36.7148274
13.23,-0.3124471604824066,0.008249348029494286,0.01463098730891943,3.1843894,36.7148686
13.26,-0.31293463706970215,0.0023743207566440105,0.015609722584486008,3.1843912,36.7149111
13.3,-0.3147111237049103,0.0037442361935973167,0.013827460817992687,3.1843927,36.7149542
13.33,-0.3158454895019531,0.007863123901188374,0.010157937183976173,3.1843942,36.7149978
13.37,-0.3180820643901825,0.009153779596090317,0.010629282332956791,3.1843951,36.7150418
13.4,-0.3194749057292938,0.006287893746048212,0.009134786203503609,3.1843959,36.7150861
13.44,-0.32047581672668457,0.00785111915320158,0.005995717365294695,3.1843967,36.7151307
13.47,-0.3174542784690857,0.004195711575448513,0.006031425669789314,3.184397,36.7151755
13.51,-0.31867676973342896,0.0023256998974829912,0.01228753849864006,3.184397,36.7152204
13.55,-0.3213842213153839,0.001350880484096706,0.01168328057974577,3.1843972,36.7152654
13.58,-0.31952041387557983,0.004920493345707655,0.008985990658402443,3.1843974,36.7153105
13.62,-0.3212868273258209,0.005530330818146467,0.007715107407420874,3.1843975,36.7153556
13.66,-0.3213302493095398,0.01042342558503151,0.009937836788594723,3.1843976,36.7154007
13.69,-0.3181827664375305,0.0039609153755009174,0.00892514269798994,3.1843978,36.7154459
13.73,-0.3200804889202118,0.001683711656369269,0.01487924437969923,3.1843979,36.715491
13.76,-0.31877338886260986,0.006982240825891495,0.005769872572273016,3.1843983,36.7155361
13.79,-0.3195050358772278,0.008812478743493557,0.006541341543197632,3.1843986,36.7155811
13.83,-0.31978338956832886,0.003902004100382328,0.011729537509381771,3.1843988,36.7156262
13.86,-0.3159877359867096,0.0050470056012272835,0.009411877952516079,3.184399,36.7156713
13.9,-0.31956249475479126,0.006071088369935751,0.009956585243344307,3.1843992,36.7157164
13.93,-0.318582147359848,-0.00035465590190142393,0.0146395955234766,3.1843993,36.7157613
13.96,-0.3150744140148163,0.007218592334538698,0.008923988789319992,3.1843996,36.7158062
13.99,-0.24501454830169678,0.005834206938743591,0.008159858174622059,3.1843998,36.7158508
