position_start_x,position_start_y,position_end_x,position_end_y,type
attitude,pitch,yaw,roll,lon,lat
10.0,-0.3175774812698364,2.322096347808838,0.01520854514092207,3.0932982,36.5038452
10.0,-0.31561776995658875,2.3266046047210693,0.012709161266684532,3.0933391,36.5038143
10.0,-0.31633999943733215,2.320277690887451,0.013891777954995632,3.0933796,36.5037834
10.01,-0.31546491384506226,2.32528018951416,0.009097852744162083,3.0934201,36.5037527
10.01,-0.31858161091804504,2.3212227821350098,0.01283795665949583,3.0934606,36.5037221
10.01,-0.31582942605018616,2.3230743408203125,0.008142169564962387,3.0935011,36.5036915
10.01,-0.3194506764411926,2.3236570358276367,0.010332358069717884,3.0935418,36.503661
10.02,-0.3179261088371277,2.321061134338379,0.010060549713671207,3.0935826,36.5036304
10.02,-0.31607070565223694,2.3233351707458496,0.011069385334849358,3.0936236,36.5035999
10.02,-0.317129909992218,2.3252112865448,0.00922897458076477,3.0936645,36.5035695
10.03,-0.3177669942378998,2.322622537612915,0.013642656616866589,3.0937054,36.503539
10.03,-0.3187984228134155,2.3235177993774414,0.012673201970756054,3.0937462,36.5035086
10.03,-0.3184709846973419,2.3242499828338623,0.013262208551168442,3.093787,36.5034779
10.03,-0.32078295946121216,2.321873188018799,0.010414236225187778,3.0938279,36.5034471
10.04,-0.3173081576824188,2.3197779655456543,0.011303449980914593,3.0938688,36.5034162
10.04,-0.3179738223552704,2.3208281993865967,0.012835863046348095,3.0939097,36.5033854
10.04,-0.3178218901157379,2.3219521045684814,0.012665743939578533,3.0939506,36.5033545
10.04,-0.3139197826385498,2.3273282051086426,0.00899588968604803,3.0939913,36.5033236
10.04,-0.31555280089378357,2.3196847438812256,0.011827020905911922,3.094032,36.503293
10.05,-0.3167175054550171,2.323890209197998,0.012644206173717976,3.0940727,36.5032623
10.05,-0.3170768916606903,2.324206829071045,0.006563343107700348,3.0941133,36.5032316
10.05,-0.31729263067245483,2.3214704990386963,0.010800452902913094,3.094154,36.5032011
10.05,-0.31934863328933716,2.3269808292388916,0.0068458933383226395,3.0941946,36.5031706
10.05,-0.3196958005428314,2.3179984092712402,0.013393379747867584,3.0942352,36.5031401
10.05,-0.3183790147304535,2.3217363357543945,0.006583726964890957,3.0942759,36.5031094
10.06,-0.31752341985702515,2.317417860031128,0.011002407409250736,3.094317,36.5030789
10.06,-0.3201185166835785,2.3202953338623047,0.013037796132266521,3.0943579,36.5030483
10.06,-0.3223610520362854,2.319312810897827,0.009359805844724178,3.0943988,36.5030176
10.06,-0.31638607382774353,2.3264970779418945,0.009348965249955654,3.0944401,36.5029866
10.06,-0.3167618215084076,2.3179268836975098,0.009680183604359627,3.094481,36.5029559
10.06,-0.3190579116344452,2.320080280303955,0.014868088997900486,3.0945219,36.5029255
10.05,-0.3169357478618622,2.3247480392456055,0.009615691378712654,3.0945626,36.5028948
10.05,-0.3201420307159424,2.322011709213257,0.008091660216450691,3.0946032,36.5028642
10.05,-0.3194597661495209,2.3203749656677246,0.01322607509791851,3.0946441,36.5028337
10.05,-0.3214857578277588,2.3274097442626953,0.010809306986629963,3.0946848,36.502803
10.05,-0.31896111369132996,2.3217077255249023,0.011530846357345581,3.0947257,36.5027719
10.05,-0.3178406059741974,2.320491313934326,0.009410728700459003,3.0947666,36.5027408
10.05,-0.31827273964881897,2.323577404022217,0.006259751971811056,3.0948072,36.5027099
10.05,-0.31946009397506714,2.327392578125,0.007597732823342085,3.0948481,36.5026792
10.04,-0.31725606322288513,2.322525978088379,0.005097881890833378,3.094889,36.5026486
10.04,-0.32197412848472595,2.3241472244262695,0.007613427471369505,3.0949297,36.5026181
10.04,-0.32184362411499023,2.3224472999572754,0.007689116057008505,3.0949706,36.5025876
10.04,-0.31576472520828247,2.3207225799560547,0.010287188924849033,3.0950116,36.5025569
10.04,-0.3203040361404419,2.321702003479004,0.006567077245563269,3.0950522,36.5025262
10.04,-0.3206273019313812,2.324800491333008,0.006178231444209814,3.0950932,36.5024958
10.03,-0.3179335594177246,2.3168201446533203,0.012935065664350986,3.0951342,36.5024653
10.03,-0.31902313232421875,2.3236162662506104,0.010125214233994484,3.0951751,36.5024346
10.03,-0.3185078203678131,2.324322462081909,0.009380057454109192,3.0952159,36.5024039
10.03,-0.31715866923332214,2.3238699436187744,0.010477163828909397,3.0952565,36.5023733
10.04,-0.32042697072029114,2.3268542289733887,0.008094522170722485,3.0952969,36.5023424
10.04,-0.3184501826763153,2.317089557647705,0.010404911823570728,3.0953374,36.5023115
10.04,-0.31767040491104126,2.3300068378448486,0.0055597745813429356,3.095378,36.5022805
10.04,-0.31595107913017273,2.319714307785034,0.009427890181541443,3.0954188,36.5022499
10.05,-0.3211158514022827,2.323779582977295,0.006995674222707748,3.0954592,36.5022193
10.05,-0.319015771150589,2.3191983699798584,0.009023454040288925,3.0955,36.5021887
10.05,-0.31531885266304016,2.3240773677825928,0.004402710124850273,3.0955409,36.502158
10.05,-0.31953948736190796,2.325087547302246,0.007374560926109552,3.0955818,36.5021275
10.05,-0.3171619772911072,2.3185300827026367,0.008521417155861855,3.0956227,36.502097
10.05,-0.3166005611419678,2.3284428119659424,0.004633971024304628,3.0956635,36.5020665
10.05,-0.3182825446128845,2.321877956390381,0.006428983993828297,3.0957044,36.5020361
10.05,-0.31733161211013794,2.3208565711975098,0.010922943241894245,3.0957452,36.5020056
10.05,-0.31812095642089844,2.3244054317474365,0.003398623550310731,3.0957858,36.5019751
10.05,-0.32011422514915466,2.319500684738159,0.01134447194635868,3.0958265,36.5019446
10.05,-0.31907036900520325,2.325620412826538,0.005745867732912302,3.0958673,36.5019139
10.06,-0.31693682074546814,2.317873477935791,0.011247589252889156,3.0959081,36.5018832
10.05,-0.3189166188240051,2.3212859630584717,0.012004166841506958,3.095949,36.5018526
10.06,-0.318291038274765,2.3262650966644287,0.005772466771304607,3.0959896,36.5018218
10.05,-0.31845131516456604,2.318364143371582,0.01139079499989748,3.0960303,36.5017913
10.05,-0.3200151026248932,2.320955991744995,0.008715901523828506,3.0960709,36.5017606
10.05,-0.31849405169487,2.3212931156158447,0.008565375581383705,3.0961116,36.5017299
10.05,-0.3224906325340271,2.3244566917419434,0.004730247426778078,3.0961523,36.5016992
10.05,-0.3207050561904907,2.3248560428619385,0.010419705882668495,3.0961932,36.5016686
10.05,-0.31956732273101807,2.3206615447998047,0.00981523934751749,3.0962342,36.5016377
10.05,-0.3199183940887451,2.3238086700439453,0.006951756775379181,3.096275,36.5016068
10.04,-0.3182387053966522,2.3190293312072754,0.009935400448739529,3.096316,36.501576
10.04,-0.31732842326164246,2.3266844749450684,0.007824067957699299,3.096357,36.5015453
10.04,-0.319398432970047,2.3219847679138184,0.009657828137278557,3.0963977,36.5015146
10.04,-0.32027894258499146,2.324820041656494,0.007597172632813454,3.0964383,36.5014838
10.04,-0.31915736198425293,2.320840835571289,0.008061637170612812,3.0964789,36.501453
10.04,-0.3184032738208771,2.325066089630127,0.0026341767515987158,3.0965196,36.5014221
10.05,-0.31804609298706055,2.3169562816619873,0.009601959027349949,3.0965606,36.5013914
10.05,-0.31583455204963684,2.324246406555176,0.004841474816203117,3.0966015,36.5013607
10.05,-0.3173236548900604,2.3207194805145264,0.006221238058060408,3.0966423,36.5013302
10.06,-0.3179055154323578,2.325347900390625,0.007492345757782459,3.0966833,36.5012998
10.06,-0.31751006841659546,2.32509446144104,0.007350413128733635,3.096724,36.5012693
10.06,-0.3168919086456299,2.322244644165039,0.006217204499989748,3.0967647,36.5012388
10.07,-0.31593379378318787,2.3249034881591797,0.008214808069169521,3.0968056,36.5012083
10.07,-0.3167218267917633,2.3204236030578613,0.010875382460653782,3.096846,36.5011777
10.07,-0.3173716366291046,2.3246283531188965,0.005616477690637112,3.0968862,36.501147
10.08,-0.3209218978881836,2.3233418464660645,0.006280781235545874,3.0969264,36.5011165
10.08,-0.3159164786338806,2.319084882736206,0.011322582140564919,3.096967,36.501086
10.08,-0.3193504214286804,2.324859857559204,0.006801841780543327,3.0970073,36.5010552
10.08,-0.3194420039653778,2.3213741779327393,0.006704946979880333,3.0970477,36.5010245
10.09,-0.32112449407577515,2.3234596252441406,0.006190457381308079,3.097088,36.5009939
10.08,-0.3189544379711151,2.3184568881988525,0.007321230135858059,3.0971285,36.5009631
10.09,-0.32167649269104004,2.324932098388672,0.002360995626077056,3.0971691,36.5009324
10.09,-0.31891733407974243,2.327610731124878,0.002413100330159068,3.0972099,36.5009019
10.08,-0.3210841417312622,2.3260087966918945,0.0051925284788012505,3.0972506,36.5008716
10.08,-0.3185878396034241,2.3206491470336914,0.00826873816549778,3.0972912,36.5008412
10.08,-0.32130905985832214,2.325623035430908,0.0007990258163772523,3.0973317,36.5008109
10.07,-0.32079070806503296,2.3229804039001465,0.008859744295477867,3.0973722,36.5007807
10.07,-0.3191070854663849,2.3211567401885986,0.008790097199380398,3.0974128,36.5007502
10.06,-0.3197104036808014,2.318167209625244,0.0077074565924704075,3.0974532,36.5007197
10.06,-0.32166606187820435,2.3189101219177246,0.006961646024137735,3.0974936,36.5006892
10.06,-0.31825801730155945,2.3281137943267822,0.002481999807059765,3.0975341,36.5006588
10.06,-0.3209422528743744,2.318361282348633,0.01023328211158514,3.0975748,36.5006285
10.06,-0.31917884945869446,2.3217639923095703,0.007242627441883087,3.0976152,36.500598
10.06,-0.3179593086242676,2.3206372261047363,0.008252027444541454,3.0976555,36.5005675
10.05,-0.3226855397224426,2.3273379802703857,0.004442691337317228,3.0976956,36.500537
10.05,-0.3197786211967468,2.322443962097168,0.0018855225061997771,3.097736,36.5005064
10.05,-0.3160622715950012,2.3234663009643555,0.006997584365308285,3.0977766,36.5004761
10.05,-0.32040777802467346,2.3217885494232178,0.0037622060626745224,3.0978167,36.5004458
10.04,-0.31986790895462036,2.3224644660949707,0.007968246936798096,3.097857,36.5004155
10.04,-0.3189883530139923,2.324110507965088,0.0035643400624394417,3.0978974,36.5003852
10.04,-0.3168926239013672,2.3233561515808105,0.006539070047438145,3.0979377,36.5003549
10.05,-0.3189597427845001,2.318552017211914,0.008540915325284004,3.0979778,36.5003245
10.05,-0.3171809911727905,2.322762966156006,0.00031277560628950596,3.098018,36.5002941
10.05,-0.3162233531475067,2.325993537902832,0.0010723507730290294,3.0980583,36.5002638
10.05,-0.31858330965042114,2.316646099090576,0.007432517595589161,3.0980987,36.5002337
10.05,-0.31584256887435913,2.3264312744140625,0.0011519485851749778,3.0981386,36.5002035
10.06,-0.31831589341163635,2.323167324066162,0.002613908378407359,3.0981787,36.5001733
10.06,-0.31710517406463623,2.3220603466033936,0.002270105294883251,3.098219,36.5001432
10.06,-0.318688303232193,2.3205926418304443,0.003808160312473774,3.0982591,36.5001133
10.06,-0.318839430809021,2.326441764831543,-9.593329741619527e-05,3.0982992,36.5000831
10.07,-0.31762680411338806,2.32242488861084,0.0007050991407595575,3.0983394,36.5000529
10.07,-0.31355786323547363,2.3234341144561768,0.002116602612659335,3.0983797,36.5000228
10.07,-0.31766003370285034,2.319467306137085,0.003365104552358389,3.0984195,36.4999929
10.07,-0.31862181425094604,2.3188388347625732,0.0013966488186269999,3.0984594,36.4999627
10.07,-0.31390929222106934,2.3183679580688477,0.005863270256668329,3.0984995,36.4999327
10.08,-0.3193668723106384,2.327042818069458,0.0010007855016738176,3.0985393,36.4999027
10.08,-0.3185770809650421,2.3181378841400146,0.005229077767580748,3.0985791,36.4998725
10.08,-0.31656646728515625,2.324061870574951,0.0037329907063394785,3.098619,36.4998423
10.08,-0.31656333804130554,2.320680856704712,0.0019232843769714236,3.0986588,36.499812
10.08,-0.3207194209098816,2.3285531997680664,-0.00300734955817461,3.0986984,36.4997818
10.08,-0.3207220733165741,2.3253276348114014,-0.002884790999814868,3.0987382,36.4997515
10.08,-0.3211182653903961,2.318326473236084,0.004999325145035982,3.0987783,36.4997215
10.08,-0.3222740590572357,2.3246021270751953,-0.003043783362954855,3.0988181,36.4996913
10.08,-0.32054030895233154,2.3253443241119385,-0.004104434046894312,3.0988585,36.4996609
10.07,-0.3183017075061798,2.32173228263855,0.0008457453805021942,3.0988989,36.4996305
10.08,-0.3201145827770233,2.3263819217681885,-0.008400688879191875,3.0989392,36.4996002
10.07,-0.3218303322792053,2.3201961517333984,-0.001954539678990841,3.0989796,36.4995701
10.07,-0.3185018301010132,2.3178210258483887,0.0002035109791904688,3.0990201,36.49954
10.07,-0.3181026577949524,2.3173418045043945,-0.0009963910561054945,3.0990604,36.4995098
10.07,-0.3188631236553192,2.3294484615325928,-0.009222769178450108,3.0991004,36.4994798
10.07,-0.3193857967853546,2.3175339698791504,-0.0007963659008964896,3.0991407,36.49945
10.07,-0.31843966245651245,2.3301892280578613,-0.001603696378879249,3.099181,36.4994201
10.07,-0.31460824608802795,2.3203463554382324,-0.0006248687859624624,3.099221,36.4993901
10.07,-0.3201485276222229,2.3247203826904297,-0.00015035564138088375,3.0992606,36.49936
10.06,-0.31801873445510864,2.3176212310791016,-3.7368332414189354e-05,3.0993001,36.4993298
10.06,-0.3166747987270355,2.325732707977295,-0.0070348745211958885,3.0993395,36.4992996
10.06,-0.3176686465740204,2.325719118118286,-0.007900973781943321,3.0993789,36.4992697
10.06,-0.3181476294994354,2.318713903427124,-0.0034173070453107357,3.0993988,36.4992548
10.06,-0.31913697719573975,2.3172850608825684,0.00038973448681645095,3.0994186,36.4992399
10.05,-0.31727319955825806,2.321199417114258,-0.00274920416995883,3.0994582,36.4992099
10.05,-0.3166769742965698,2.328707456588745,-0.008188272826373577,3.0994781,36.499195
10.05,-0.3172473907470703,2.3271689414978027,-0.009516960009932518,3.099498,36.4991801
10.05,-0.31682419776916504,2.3220932483673096,-0.0029612237121909857,3.099538,36.4991503
10.05,-0.3179261088371277,2.3294384479522705,-0.006330981384962797,3.0995577,36.4991354
10.05,-0.31669872999191284,2.318646192550659,-0.003928609658032656,3.0995775,36.4991205
10.05,-0.31562480330467224,2.3205223083496094,-0.005002570804208517,3.0995972,36.4991056
10.05,-0.31432726979255676,2.3260550498962402,-0.0066053359769284725,3.0996168,36.4990907
10.05,-0.31416556239128113,2.3278207778930664,-0.006638738792389631,3.0996365,36.4990758
10.05,-0.31646233797073364,2.3210830688476562,-0.005535885691642761,3.0996758,36.4990461
10.04,-0.3127266466617584,2.3277952671051025,-0.006471922155469656,3.0997155,36.4990164
10.05,-0.3142051696777344,2.318967819213867,-0.004666097462177277,3.0997746,36.4989718
10.05,-0.31516680121421814,2.3205456733703613,-0.005565030500292778,3.099814,36.498942
10.05,-0.3123849034309387,2.319225549697876,-0.004454023204743862,3.0998534,36.4989123
10.06,-0.31590530276298523,2.325850486755371,-0.013374901376664639,3.0998922,36.4988827
10.06,-0.3160760998725891,2.326749324798584,-0.007600052282214165,3.0999512,36.4988385
10.06,-0.3157830834388733,2.3205320835113525,-0.009057137183845043,3.0999904,36.4988088
10.07,-0.3148355782032013,2.319662094116211,-0.007735264487564564,3.1000297,36.4987792
10.07,-0.3137141466140747,2.3237719535827637,-0.012255117297172546,3.100069,36.4987496
10.08,-0.3165197968482971,2.3257992267608643,-0.011376871727406979,3.1001281,36.4987053
10.09,-0.3170829117298126,2.3211381435394287,-0.009856061078608036,3.1001678,36.4986756
10.09,-0.3151310086250305,2.3234314918518066,-0.00899558700621128,3.1002076,36.498646
10.1,-0.3188391923904419,2.325988531112671,-0.012100907042622566,3.1002474,36.4986164
10.1,-0.3181445896625519,2.3236474990844727,-0.01062942948192358,3.1003065,36.4985717
10.1,-0.31776073575019836,2.3195459842681885,-0.01002055685967207,3.1003464,36.4985419
10.1,-0.31639134883880615,2.319140911102295,-0.010513494722545147,3.1003858,36.4985118
10.11,-0.3139891028404236,2.321335792541504,-0.013993659056723118,3.1004251,36.4984821
