position_start_x,position_start_y,position_end_x,position_end_y,type
attitude,pitch,yaw,roll,lon,lat
10.11,-0.3171752095222473,2.326327323913574,-0.011517724022269249,3.1004643,36.4984527
10.11,-0.31658682227134705,2.3273744583129883,-0.012894948944449425,3.1005036,36.4984233
10.11,-0.31353676319122314,2.3238072395324707,-0.011839999817311764,3.1005429,36.4983939
10.11,-0.31667855381965637,2.320070743560791,-0.007653809152543545,3.1005822,36.4983645
10.11,-0.31531697511672974,2.3210511207580566,-0.01085575483739376,3.1006215,36.4983351
10.11,-0.31429576873779297,2.318882703781128,-0.010257430374622345,3.1006603,36.4983053
10.11,-0.31698018312454224,2.3290462493896484,-0.01689484342932701,3.1006991,36.4982759
10.1,-0.3157593905925751,2.3165056705474854,-0.0069849854335188866,3.1007383,36.4982465
10.1,-0.31751301884651184,2.3219738006591797,-0.010322103276848793,3.1007775,36.498217
10.1,-0.3155181109905243,2.322239637374878,-0.01506214402616024,3.1008168,36.4981874
10.1,-0.3183125853538513,2.320418357849121,-0.008961127139627934,3.1008561,36.4981578
10.1,-0.31657376885414124,2.3240561485290527,-0.013304021209478378,3.1008954,36.4981281
10.1,-0.3162464499473572,2.3200557231903076,-0.009932470507919788,3.100915,36.4981133
10.1,-0.318515419960022,2.327254295349121,-0.016243882477283478,3.1009543,36.4980838
10.1,-0.31659284234046936,2.3220179080963135,-0.012604054994881153,3.1009936,36.498054
10.1,-0.3172405958175659,2.323673725128174,-0.009419318288564682,3.1010332,36.4980249
10.09,-0.31628474593162537,2.317185401916504,-0.005622904282063246,3.1010728,36.4979952
10.09,-0.3161093294620514,2.324028968811035,-0.014221645891666412,3.1011118,36.4979654
10.09,-0.3164418041706085,2.325982093811035,-0.009649266488850117,3.1011514,36.497936
10.09,-0.31540316343307495,2.3276071548461914,-0.01328517496585846,3.1011904,36.4979064
10.08,-0.31487274169921875,2.314868211746216,-0.007102332077920437,3.1012291,36.4978769
10.08,-0.31818246841430664,2.331019878387451,-0.020266691222786903,3.1012678,36.4978474
10.08,-0.3174441158771515,2.3209338188171387,-0.011781465262174606,3.1013068,36.4978181
10.08,-0.3142842948436737,2.3198134899139404,-0.008078817278146744,3.1013463,36.4977886
10.08,-0.3145219683647156,2.3255231380462646,-0.01607533171772957,3.1013853,36.4977593
10.08,-0.316918283700943,2.3274784088134766,-0.012386271730065346,3.1014246,36.49773
10.08,-0.3158681094646454,2.320667266845703,-0.00974359828978777,3.101464,36.4977006
10.08,-0.31516343355178833,2.324746608734131,-0.012106667272746563,3.1015031,36.4976711
10.08,-0.3125552237033844,2.3230552673339844,-0.009668153710663319,3.1015426,36.4976416
10.08,-0.3135436177253723,2.3256325721740723,-0.013013744726777077,3.1015814,36.4976123
10.09,-0.3140375018119812,2.317382574081421,-0.008969551883637905,3.1016202,36.497583
10.09,-0.3158034384250641,2.325681209564209,-0.011411753483116627,3.1016589,36.4975536
10.09,-0.3161696791648865,2.324599504470825,-0.01133111584931612,3.1016979,36.4975243
10.09,-0.3118451237678528,2.3192954063415527,-0.005812965799123049,3.1017372,36.4974949
10.09,-0.31354281306266785,2.3242568969726562,-0.014450354501605034,3.1017759,36.4974655
10.08,-0.31264370679855347,2.326038122177124,-0.011692766100168228,3.1018148,36.4974361
10.08,-0.3119541108608246,2.3266847133636475,-0.01235612016171217,3.1018536,36.4974071
10.08,-0.31449705362319946,2.320019245147705,-0.008622297085821629,3.1018921,36.4973782
10.08,-0.31413450837135315,2.3208258152008057,-0.010007078759372234,3.1019309,36.4973492
10.08,-0.315203994512558,2.3275980949401855,-0.014630650170147419,3.1019696,36.4973199
10.08,-0.31434366106987,2.3186163902282715,-0.008078510873019695,3.1020086,36.4972905
10.08,-0.3142882287502289,2.3194804191589355,-0.00907698180526495,3.1020479,36.4972612
10.08,-0.3133276402950287,2.3243443965911865,-0.009749330580234528,3.1020867,36.4972319
10.09,-0.31644028425216675,2.3222813606262207,-0.008928388357162476,3.102126,36.4972025
10.09,-0.3156740665435791,2.3198294639587402,-0.0077441055327653885,3.1021653,36.4971731
10.09,-0.31474828720092773,2.3247389793395996,-0.008244297467172146,3.1022047,36.4971437
10.09,-0.3156766891479492,2.327883720397949,-0.007425610441714525,3.1022439,36.4971144
10.09,-0.313291072845459,2.3160228729248047,-0.0071893781423568726,3.1022832,36.4970848
10.1,-0.3125641345977783,2.328277826309204,-0.011730372905731201,3.102322,36.4970552
10.1,-0.3132495880126953,2.316533088684082,-0.0036878895480185747,3.102361,36.4970259
10.1,-0.31663697957992554,2.3199751377105713,-0.00973264966160059,3.1023997,36.4969965
10.1,-0.3122372329235077,2.322476863861084,-0.011976395733654499,3.1024385,36.4969671
10.11,-0.3156506419181824,2.3166022300720215,-0.004437586758285761,3.1024776,36.4969379
10.11,-0.3166433572769165,2.3245086669921875,-0.00698761036619544,3.1025169,36.4969088
10.11,-0.31406664848327637,2.3254265785217285,-0.011111676692962646,3.1025561,36.4968795
10.11,-0.31367018818855286,2.319671392440796,-0.004239572212100029,3.1025954,36.4968501
10.11,-0.3109108805656433,2.327120304107666,-0.00883256271481514,3.1026343,36.4968208
10.11,-0.3120426535606384,2.3188209533691406,-0.007408918347209692,3.102673,36.4967914
10.11,-0.3159143030643463,2.3305821418762207,-0.013852200470864773,3.1027118,36.4967622
10.11,-0.31514930725097656,2.323801279067993,-0.010342482477426529,3.1027506,36.4967331
10.11,-0.3145526945590973,2.321540355682373,-0.0035248275380581617,3.1027898,36.496704
10.11,-0.3145746886730194,2.328091621398926,-0.011622832156717777,3.1028287,36.4966748
10.11,-0.31611326336860657,2.3250622749328613,-0.00923212431371212,3.1028675,36.4966455
10.11,-0.3130436837673187,2.3226935863494873,-0.0050488864071667194,3.1029068,36.4966161
10.11,-0.3145659267902374,2.326977252960205,-0.007617033552378416,3.1029265,36.4966014
